weapon_name,shr_flag,bias_desc,relationship_name,location_name,offense_name,crime_against,ct_flag,hc_flag,hc_code,offense_category_name,offense_group,race_desc,sort_order,age_code,age_name,activity_type_name,agency_name,latitude,longitude,reporting_type,ori,ucr_agency_name,pub_agency_name,state_name,population,male_officer,male_civilian,female_officer,female_civilian,officer_rate,employee_rate,incident_date,incident_hour,ethnicity_name,injury_name,data_year,victim_type_id,sex_code,age_range_low_num,age_range_high_num
Personal Weapons,t,None (no bias),Victim Was Stranger,Bar/Nightclub,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,29,29 Years Old,Responding to Disturbance Call,Kansas City Police Department,39.100594,-94.57735,I,MOKPD0000,KANSAS CITY,Kansas City,Missouri,500965,1101,189,185,364,2.6,3.7,2021-11-01 00:00:00,2,Not Hispanic or Latino,None,2021,5,F,29,
Other,t,None (no bias),Victim Was Stranger,Bar/Nightclub,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,29,29 Years Old,Responding to Disturbance Call,Kansas City Police Department,39.100594,-94.57735,I,MOKPD0000,KANSAS CITY,Kansas City,Missouri,500965,1101,189,185,364,2.6,3.7,2021-11-01 00:00:00,2,Not Hispanic or Latino,None,2021,5,F,29,
Other,t,None (no bias),Victim Was Stranger,Bar/Nightclub,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,29,29 Years Old,Responding to Disturbance Call,Kansas City Police Department,39.100594,-94.57735,I,MOKPD0000,KANSAS CITY,Kansas City,Missouri,500965,1101,189,185,364,2.6,3.7,2021-11-01 00:00:00,2,Not Hispanic or Latino,None,2021,5,F,29,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,33,33 Years Old,All Other,Kansas City Police Department,39.100594,-94.57735,I,MOKPD0000,KANSAS CITY,Kansas City,Missouri,500965,1101,189,185,364,2.6,3.7,2021-11-08 00:00:00,8,Not Hispanic or Latino,None,2021,5,F,33,
Personal Weapons,t,None (no bias),Victim was Otherwise Known,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,47,47 Years Old,Investigating Suspicious Persons or Circumstances,Missouri State Highway Patrol,38.503233,-92.280027,I,MOMHP0000,MO STATE HIGHWAY PATROL,Missouri State Highway Patrol,Missouri,0,1117,513,54,551,0,0,2021-12-20 00:00:00,3,Not Hispanic or Latino,None,2021,5,F,47,
Motor Vehicle/Vessel,f,None (no bias),,Highway/Road/Alley/Street/Sidewalk,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,23,23 Years Old,Attempting Other Arrests,St. Louis Police Department,38.625248,-90.19926,I,MOSPD0000,ST. LOUIS,St. Louis,Missouri,295536,934,164,185,254,3.8,5.2,2021-01-10 00:00:00,23,Not Specified,None,2021,5,F,23,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,30,30 Years Old,Attempting Other Arrests,St. Louis Police Department,38.625248,-90.19926,I,MOSPD0000,ST. LOUIS,St. Louis,Missouri,295536,934,164,185,254,3.8,5.2,2021-01-11 00:00:00,18,Not Specified,None,2021,5,F,30,
Personal Weapons,t,None (no bias),Victim was Otherwise Known,Highway/Road/Alley/Street/Sidewalk,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,30,30 Years Old,Attempting Other Arrests,St. Louis Police Department,38.625248,-90.19926,I,MOSPD0000,ST. LOUIS,St. Louis,Missouri,295536,934,164,185,254,3.8,5.2,2021-01-11 00:00:00,18,Not Specified,None,2021,5,F,30,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,30,30 Years Old,Attempting Other Arrests,St. Louis Police Department,38.625248,-90.19926,I,MOSPD0000,ST. LOUIS,St. Louis,Missouri,295536,934,164,185,254,3.8,5.2,2021-01-11 00:00:00,18,Not Specified,None,2021,5,F,30,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,30,30 Years Old,Attempting Other Arrests,St. Louis Police Department,38.625248,-90.19926,I,MOSPD0000,ST. LOUIS,St. Louis,Missouri,295536,934,164,185,254,3.8,5.2,2021-01-11 00:00:00,18,Not Specified,None,2021,5,F,30,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,30,30 Years Old,Attempting Other Arrests,St. Louis Police Department,38.625248,-90.19926,I,MOSPD0000,ST. LOUIS,St. Louis,Missouri,295536,934,164,185,254,3.8,5.2,2021-01-11 00:00:00,18,Not Specified,None,2021,5,F,30,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,30,30 Years Old,Attempting Other Arrests,St. Louis Police Department,38.625248,-90.19926,I,MOSPD0000,ST. LOUIS,St. Louis,Missouri,295536,934,164,185,254,3.8,5.2,2021-01-11 00:00:00,18,Not Specified,None,2021,5,F,30,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,29,29 Years Old,Handling Persons with Mental Illness,St. Louis Police Department,38.625248,-90.19926,I,MOSPD0000,ST. LOUIS,St. Louis,Missouri,295536,934,164,185,254,3.8,5.2,2021-03-22 00:00:00,21,Not Hispanic or Latino,Minor Injury,2021,5,F,29,
Personal Weapons,t,None (no bias),Victim Was Stranger,Jail/Prison/Penitentiary/Corrections Facility,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,Black or African American,20,26,26 Years Old,"Handling, Transporting, Custody of Prisoners",St. Louis Police Department,38.625248,-90.19926,I,MOSPD0000,ST. LOUIS,St. Louis,Missouri,295536,934,164,185,254,3.8,5.2,2021-04-04 00:00:00,5,Not Hispanic or Latino,None,2021,5,F,26,
Personal Weapons,t,None (no bias),Victim was Otherwise Known,Jail/Prison/Penitentiary/Corrections Facility,Simple Assault,Person,f,t,09,Assault Offenses,A    ,Black or African American,20,32,32 Years Old,All Other,St. Louis Police Department,38.625248,-90.19926,I,MOSPD0000,ST. LOUIS,St. Louis,Missouri,295536,934,164,185,254,3.8,5.2,2021-04-09 00:00:00,21,Not Hispanic or Latino,None,2021,5,F,32,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,Black or African American,20,29,29 Years Old,Investigating Suspicious Persons or Circumstances,St. Louis Police Department,38.625248,-90.19926,I,MOSPD0000,ST. LOUIS,St. Louis,Missouri,295536,934,164,185,254,3.8,5.2,2021-04-14 00:00:00,16,Not Hispanic or Latino,None,2021,5,F,29,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,40,40 Years Old,"Handling, Transporting, Custody of Prisoners",St. Louis Police Department,38.625248,-90.19926,I,MOSPD0000,ST. LOUIS,St. Louis,Missouri,295536,934,164,185,254,3.8,5.2,2021-06-17 00:00:00,7,Not Hispanic or Latino,None,2021,5,F,40,
Motor Vehicle/Vessel,f,None (no bias),,Highway/Road/Alley/Street/Sidewalk,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,44,44 Years Old,Investigating Suspicious Persons or Circumstances,St. Louis Police Department,38.625248,-90.19926,I,MOSPD0000,ST. LOUIS,St. Louis,Missouri,295536,934,164,185,254,3.8,5.2,2021-07-11 00:00:00,2,Not Specified,None,2021,5,F,44,
Motor Vehicle/Vessel,f,None (no bias),,Highway/Road/Alley/Street/Sidewalk,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,39,39 Years Old,Investigating Suspicious Persons or Circumstances,St. Louis Police Department,38.625248,-90.19926,I,MOSPD0000,ST. LOUIS,St. Louis,Missouri,295536,934,164,185,254,3.8,5.2,2021-07-11 00:00:00,2,Not Specified,None,2021,5,F,39,
Personal Weapons,t,None (no bias),Victim Was Stranger,Grocery/Supermarket,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,Black or African American,20,24,24 Years Old,Attempting Other Arrests,St. Louis Police Department,38.625248,-90.19926,I,MOSPD0000,ST. LOUIS,St. Louis,Missouri,295536,934,164,185,254,3.8,5.2,2021-07-23 00:00:00,16,Not Hispanic or Latino,None,2021,5,F,24,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,42,42 Years Old,All Other,St. Louis Police Department,38.625248,-90.19926,I,MOSPD0000,ST. LOUIS,St. Louis,Missouri,295536,934,164,185,254,3.8,5.2,2021-08-24 00:00:00,4,Not Specified,None,2021,5,F,42,
Other,t,None (no bias),Victim Was Stranger,Residence/Home,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,Black or African American,20,28,28 Years Old,Responding to Disturbance Call,St. Louis Police Department,38.625248,-90.19926,I,MOSPD0000,ST. LOUIS,St. Louis,Missouri,295536,934,164,185,254,3.8,5.2,2021-09-26 00:00:00,18,Not Hispanic or Latino,None,2021,5,F,28,
Other,t,None (no bias),Victim Was Stranger,Residence/Home,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,Black or African American,20,28,28 Years Old,Responding to Disturbance Call,St. Louis Police Department,38.625248,-90.19926,I,MOSPD0000,ST. LOUIS,St. Louis,Missouri,295536,934,164,185,254,3.8,5.2,2021-09-26 00:00:00,18,Not Hispanic or Latino,None,2021,5,F,28,
Other,t,None (no bias),Victim Was Stranger,Residence/Home,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,Black or African American,20,28,28 Years Old,Responding to Disturbance Call,St. Louis Police Department,38.625248,-90.19926,I,MOSPD0000,ST. LOUIS,St. Louis,Missouri,295536,934,164,185,254,3.8,5.2,2021-09-26 00:00:00,18,Not Hispanic or Latino,None,2021,5,F,28,
None,f,None (no bias),,Drug Store/Doctor's Office/Hospital,Simple Assault,Person,f,t,09,Assault Offenses,A    ,Black or African American,20,47,47 Years Old,All Other,St. Louis Police Department,38.625248,-90.19926,I,MOSPD0000,ST. LOUIS,St. Louis,Missouri,295536,934,164,185,254,3.8,5.2,2021-10-31 00:00:00,20,Not Hispanic or Latino,None,2021,5,F,47,
Personal Weapons,t,None (no bias),Victim Was Stranger,Other/Unknown,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,25,25 Years Old,"Handling, Transporting, Custody of Prisoners",St. Louis Police Department,38.625248,-90.19926,I,MOSPD0000,ST. LOUIS,St. Louis,Missouri,295536,934,164,185,254,3.8,5.2,2021-10-31 00:00:00,8,Not Specified,None,2021,5,F,25,
Personal Weapons,t,None (no bias),Victim Was Acquaintance,Jail/Prison/Penitentiary/Corrections Facility,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,Black or African American,20,42,42 Years Old,"Handling, Transporting, Custody of Prisoners",Clay County Sheriff's Office,33.661733,-88.783326,I,MS0130000,CLAY,Clay,Mississippi,8826,13,10,1,11,1.6,4.0,2021-12-29 00:00:00,21,Not Hispanic or Latino,Possible Internal Injury,2021,5,F,42,
Personal Weapons,t,None (no bias),Victim was Otherwise Known,Jail/Prison/Penitentiary/Corrections Facility,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,22,22 Years Old,"Handling, Transporting, Custody of Prisoners",Desoto County Sheriff's Office,34.821598,-89.99489,I,MS0170000,DESOTO,DeSoto,Mississippi,46212,146,69,9,80,3.4,6.6,2021-05-15 00:00:00,1,Not Specified,Minor Injury,2021,5,F,22,
Personal Weapons,t,None (no bias),Victim was Otherwise Known,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,31,31 Years Old,Responding to Disturbance Call,Southaven Police Department,34.874266,-89.99324,I,MS0170100,SOUTHAVEN,Southaven,Mississippi,57455,111,8,14,25,2.2,2.7,2021-07-13 00:00:00,1,Not Hispanic or Latino,Minor Injury,2021,5,F,31,
Personal Weapons,t,None (no bias),Victim was Otherwise Known,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,Black or African American,20,26,26 Years Old,Responding to Disturbance Call,Southaven Police Department,34.874266,-89.99324,I,MS0170100,SOUTHAVEN,Southaven,Mississippi,57455,111,8,14,25,2.2,2.7,2021-07-13 00:00:00,1,Not Specified,Minor Injury,2021,5,F,26,
Personal Weapons,t,None (no bias),Victim Was Stranger,Community Center,Simple Assault,Person,f,t,09,Assault Offenses,A    ,Black or African American,20,29,29 Years Old,All Other,Olive Branch Police Department,34.874266,-89.99324,I,MS0170200,OLIVE BRANCH,Olive Branch,Mississippi,40308,67,3,14,6,2.0,2.2,2021-08-01 00:00:00,15,Not Hispanic or Latino,None,2021,5,F,29,
Personal Weapons,t,None (no bias),Victim was Otherwise Known,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,Black or African American,20,28,28 Years Old,Responding to Disturbance Call,Horn Lake Police Department,34.96262,-90.04809,I,MS0170400,HORN LAKE,Horn Lake,Mississippi,27401,40,2,7,15,1.7,2.3,2021-05-04 00:00:00,17,Not Specified,Minor Injury,2021,5,F,28,
Unknown,f,None (no bias),Relationship Unknown,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,Black or African American,20,24,24 Years Old,Responding to Disturbance Call,Hattiesburg Police Department,31.18858,-89.259447,I,MS0180100,HATTIESBURG,Hattiesburg,Mississippi,45809,87,12,17,48,2.3,3.6,2021-01-20 00:00:00,0,Not Specified,None,2021,5,F,24,
Personal Weapons,t,None (no bias),Victim was Otherwise Known,School-Elementary/Secondary,Simple Assault,Person,f,t,09,Assault Offenses,A    ,Black or African American,20,44,44 Years Old,Responding to Disturbance Call,Hattiesburg Police Department,31.18858,-89.259447,I,MS0180100,HATTIESBURG,Hattiesburg,Mississippi,45809,87,12,17,48,2.3,3.6,2021-06-07 00:00:00,11,Not Specified,None,2021,5,F,44,
Personal Weapons,t,None (no bias),Victim was Otherwise Known,Jail/Prison/Penitentiary/Corrections Facility,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,35,35 Years Old,Ambush - No Warning,Harrison County Sheriff's Office,30.372425,-89.09032,I,MS0240000,HARRISON,Harrison,Mississippi,54419,99,51,18,91,2.1,4.8,2021-06-15 00:00:00,14,Not Specified,Apparent Broken Bones,2021,5,F,35,
Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,25,25 Years Old,Responding to Disturbance Call,Harrison County Sheriff's Office,30.372425,-89.09032,I,MS0240000,HARRISON,Harrison,Mississippi,54419,99,51,18,91,2.1,4.8,2021-12-26 00:00:00,1,Not Hispanic or Latino,None,2021,5,F,25,
Other,t,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,25,25 Years Old,Responding to Disturbance Call,Harrison County Sheriff's Office,30.372425,-89.09032,I,MS0240000,HARRISON,Harrison,Mississippi,54419,99,51,18,91,2.1,4.8,2021-12-26 00:00:00,1,Not Hispanic or Latino,None,2021,5,F,25,
Handgun,t,None (no bias),Relationship Unknown,Residence/Home,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,45,45 Years Old,Investigating Suspicious Persons or Circumstances,Biloxi Police Department,30.398106,-88.90185,I,MS0240100,BILOXI,Biloxi,Mississippi,46317,115,12,13,41,2.8,3.9,2021-07-10 00:00:00,12,Not Hispanic or Latino,None,2021,5,F,45,
Personal Weapons,t,None (no bias),Relationship Unknown,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,45,45 Years Old,Investigating Suspicious Persons or Circumstances,Biloxi Police Department,30.398106,-88.90185,I,MS0240100,BILOXI,Biloxi,Mississippi,46317,115,12,13,41,2.8,3.9,2021-07-10 00:00:00,12,Not Hispanic or Latino,None,2021,5,F,45,
Other,t,None (no bias),Relationship Unknown,Residence/Home,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,33,33 Years Old,Attempting Other Arrests,Biloxi Police Department,30.398106,-88.90185,I,MS0240100,BILOXI,Biloxi,Mississippi,46317,115,12,13,41,2.8,3.9,2021-12-25 00:00:00,21,Not Hispanic or Latino,Minor Injury,2021,5,F,33,
Personal Weapons,t,None (no bias),Relationship Unknown,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,33,33 Years Old,Attempting Other Arrests,Biloxi Police Department,30.398106,-88.90185,I,MS0240100,BILOXI,Biloxi,Mississippi,46317,115,12,13,41,2.8,3.9,2021-12-25 00:00:00,21,Not Hispanic or Latino,Minor Injury,2021,5,F,33,
Unknown,f,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,32,32 Years Old,Attempting Other Arrests,Long Beach Police Department,30.416536,-89.083376,I,MS0240300,LONG BEACH,Long Beach,Mississippi,16260,26,5,4,8,1.8,2.6,2021-02-22 00:00:00,18,Not Hispanic or Latino,Minor Injury,2021,5,F,32,0
Personal Weapons,t,None (no bias),Victim Was Stranger,Jail/Prison/Penitentiary/Corrections Facility,Simple Assault,Person,f,t,09,Assault Offenses,A    ,Black or African American,20,24,24 Years Old,"Handling, Transporting, Custody of Prisoners",Clinton Police Department,32.339264,-90.32945,I,MS0250300,CLINTON,Clinton,Mississippi,23737,54,3,5,14,2.5,3.2,2021-05-07 00:00:00,23,Not Hispanic or Latino,Minor Injury,2021,5,F,24,
Personal Weapons,t,None (no bias),Victim Was Stranger,Jail/Prison/Penitentiary/Corrections Facility,Simple Assault,Person,f,t,09,Assault Offenses,A    ,Black or African American,20,24,24 Years Old,"Handling, Transporting, Custody of Prisoners",Clinton Police Department,32.339264,-90.32945,I,MS0250300,CLINTON,Clinton,Mississippi,23737,54,3,5,14,2.5,3.2,2021-05-07 00:00:00,23,Not Hispanic or Latino,Minor Injury,2021,5,F,24,
Unknown,f,None (no bias),Victim was Otherwise Known,Government/Public Building,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,30,30 Years Old,"Handling, Transporting, Custody of Prisoners",Pascagoula Police Department,30.458491,-88.619991,I,MS0300300,PASCAGOULA,Pascagoula,Mississippi,21468,42,2,10,20,2.4,3.4,2021-11-10 00:00:00,15,Not Hispanic or Latino,Minor Injury,2021,5,F,30,
Other,t,None (no bias),Victim Was Stranger,Parking/Drop Lot/Garage,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,43,43 Years Old,Traffic Pursuits and Stops,Sandersville Police Department,31.621044,-89.167262,I,MS0340300,SANDERSVILLE,Sandersville,Mississippi,720,0,0,0,0,0.0,0.0,2021-09-12 00:00:00,12,Unknown,Minor Injury,2021,5,F,43,
None,f,None (no bias),Victim Was Other Family Member,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,50,50 Years Old,Responding to Disturbance Call,Pike County Sheriff's Office,31.177517,-90.397725,I,MS0570000,PIKE,Pike,Mississippi,22119,27,15,5,13,1.4,2.7,2021-07-28 00:00:00,16,Not Hispanic or Latino,None,2021,5,F,50,
Personal Weapons,t,None (no bias),Victim Was Parent,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,47,47 Years Old,Responding to Disturbance Call,Booneville Police Department,34.657475,-88.53311,I,MS0590100,BOONEVILLE,Booneville,Mississippi,8368,0,0,0,0,0.0,0.0,2021-11-09 00:00:00,15,Not Hispanic or Latino,None,2021,5,F,47,
Personal Weapons,t,None (no bias),Victim Was Other Family Member,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,48,48 Years Old,Responding to Disturbance Call,Booneville Police Department,34.657475,-88.53311,I,MS0590100,BOONEVILLE,Booneville,Mississippi,8368,0,0,0,0,0.0,0.0,2021-11-09 00:00:00,15,Not Hispanic or Latino,None,2021,5,F,48,
Personal Weapons,t,None (no bias),Victim Was Neighbor,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,28,28 Years Old,Responding to Disturbance Call,Booneville Police Department,34.657475,-88.53311,I,MS0590100,BOONEVILLE,Booneville,Mississippi,8368,0,0,0,0,0.0,0.0,2021-12-11 00:00:00,16,Not Hispanic or Latino,Minor Injury,2021,5,F,28,
None,f,None (no bias),Victim Was Acquaintance,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,28,28 Years Old,Investigating Suspicious Persons or Circumstances,Wiggins Police Department,30.790184,-89.112297,I,MS0660100,WIGGINS,Wiggins,Mississippi,4535,8,0,5,5,2.9,4.0,2021-03-01 00:00:00,12,Not Hispanic or Latino,None,2021,5,F,28,
Personal Weapons,t,None (no bias),Victim Was Boyfriend/Girlfriend,Convenience Store,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,41,41 Years Old,Responding to Disturbance Call,Charleston Police Department,33.955891,-90.172833,I,MS0680100,CHARLESTON,Charleston,Mississippi,1854,0,0,0,0,0.0,0.0,2021-03-31 00:00:00,17,Not Hispanic or Latino,Minor Injury,2021,5,F,41,
Personal Weapons,t,None (no bias),Victim Was Spouse,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,43,43 Years Old,Responding to Disturbance Call,Tate County Sheriff's Office,34.649553,-89.943105,I,MS0690000,TATE,Tate,Mississippi,19242,21,10,2,12,1.2,2.3,2021-05-30 00:00:00,9,Not Hispanic or Latino,Minor Injury,2021,5,F,43,
Motor Vehicle/Vessel,f,None (no bias),Relationship Unknown,Highway/Road/Alley/Street/Sidewalk,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,Black or African American,20,31,31 Years Old,Traffic Pursuits and Stops,Waynesboro Police Department,31.673985,-88.64477,I,MS0770100,WAYNESBORO,Waynesboro,Mississippi,4847,11,0,0,0,2.3,2.3,2021-04-04 00:00:00,18,Not Specified,None,2021,5,F,31,
Personal Weapons,t,None (no bias),Relationship Unknown,Bar/Nightclub,Simple Assault,Person,f,t,09,Assault Offenses,A    ,Unknown,98,32,32 Years Old,Responding to Disturbance Call,Red Lodge Police Department,45.224475,-109.028551,I,MT0050100,RED LODGE,Red Lodge,Montana,2384,5,0,0,0,2.1,2.1,2021-12-18 00:00:00,21,Unknown,None,2021,5,F,25,40
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,33,33 Years Old,Investigating Suspicious Persons or Circumstances,Bridger Police Department,45.224475,-109.028551,I,MT0050200,BRIDGER,Bridger,Montana,775,2,0,1,0,3.9,3.9,2021-06-20 00:00:00,7,Unknown,Minor Injury,2021,5,F,33,
None,f,None (no bias),Victim was Otherwise Known,School-Elementary/Secondary,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,Unknown,98,60,60 Years Old,Responding to Disturbance Call,Great Falls Police Department,47.316443,-111.350571,I,MT0070100,GREAT FALLS,Great Falls,Montana,58265,82,10,5,28,1.5,2.1,2021-09-02 00:00:00,12,Unknown,Minor Injury,2021,5,F,21,99
Personal Weapons,t,None (no bias),Victim was Otherwise Known,Bar/Nightclub,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,32,32 Years Old,Robberies in Progress or Pursuing Robbery Suspects,Fort Benton Police Department,47.886837,-110.436189,I,MT0080100,FORT BENTON,Fort Benton,Montana,1440,3,0,1,0,2.8,2.8,2021-08-17 00:00:00,9,Not Hispanic or Latino,None,2021,5,F,32,
Personal Weapons,t,None (no bias),Victim was Otherwise Known,Jail/Prison/Penitentiary/Corrections Facility,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,35,35 Years Old,"Handling, Transporting, Custody of Prisoners",Dawson County Sheriff's Office,47.13104,-104.686195,I,MT0110000,DAWSON,Dawson,Montana,3753,7,26,1,21,2.1,14.7,2021-04-07 00:00:00,14,Not Hispanic or Latino,None,2021,5,F,35,
Personal Weapons,t,None (no bias),Victim was Otherwise Known,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,31,31 Years Old,Investigating Suspicious Persons or Circumstances,Glendive Police Department,47.272425,-104.901027,I,MT0110100,GLENDIVE,Glendive,Montana,4873,5,1,1,4,1.2,2.3,2021-12-28 00:00:00,7,Not Hispanic or Latino,None,2021,5,F,31,
Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,31,31 Years Old,Responding to Disturbance Call,Kalispell Police Department,48.314696,-114.054319,I,MT0150300,KALISPELL,Kalispell,Montana,25926,37,3,3,8,1.5,2.0,2021-04-18 00:00:00,17,Not Hispanic or Latino,None,2021,5,F,31,
None,f,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,29,29 Years Old,Investigating Suspicious Persons or Circumstances,Helena Police Department,46.586452,-112.03652,I,MT0250100,HELENA,Helena,Montana,34262,41,8,6,16,1.4,2.1,2021-03-14 00:00:00,6,Not Hispanic or Latino,None,2021,5,F,29,
None,f,None (no bias),Victim Was Stranger,Residence/Home,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,31,31 Years Old,Responding to Disturbance Call,Helena Police Department,46.586452,-112.03652,I,MT0250100,HELENA,Helena,Montana,34262,41,8,6,16,1.4,2.1,2021-08-19 00:00:00,3,Not Hispanic or Latino,None,2021,5,F,31,
None,f,None (no bias),Victim Was Stranger,Residence/Home,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,31,31 Years Old,Responding to Disturbance Call,Helena Police Department,46.586452,-112.03652,I,MT0250100,HELENA,Helena,Montana,34262,41,8,6,16,1.4,2.1,2021-08-19 00:00:00,3,Not Hispanic or Latino,None,2021,5,F,31,
None,f,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,31,31 Years Old,Responding to Disturbance Call,Helena Police Department,46.586452,-112.03652,I,MT0250100,HELENA,Helena,Montana,34262,41,8,6,16,1.4,2.1,2021-08-19 00:00:00,3,Not Hispanic or Latino,None,2021,5,F,31,
None,f,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,31,31 Years Old,Responding to Disturbance Call,Helena Police Department,46.586452,-112.03652,I,MT0250100,HELENA,Helena,Montana,34262,41,8,6,16,1.4,2.1,2021-08-19 00:00:00,3,Not Hispanic or Latino,None,2021,5,F,31,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,30,30 Years Old,Attempting Other Arrests,Missoula Police Department,46.873913,-113.99474,I,MT0320100,MISSOULA,Missoula,Montana,77852,98,6,15,21,1.5,1.8,2021-03-14 00:00:00,14,Not Hispanic or Latino,Minor Injury,2021,5,F,30,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,41,41 Years Old,All Other,Missoula Police Department,46.873913,-113.99474,I,MT0320100,MISSOULA,Missoula,Montana,77852,98,6,15,21,1.5,1.8,2021-04-09 00:00:00,10,Not Hispanic or Latino,Minor Injury,2021,5,F,41,
