geo_id,geo_name,geo_type,state,county,tribal_area,year,quarter,month,dv_rate,sexual_assault_rate,firearm_share,dating_partner_share,minority_victim_share,native_american_victim_share,reporting_proxy,risk_index,data_quality_flag
state:TN,Tennessee,state,TN,,,2023,,,1020.817557,62.62535067,0.1464636319,0.2012803514,0.5033010148,0.001672514179,2596.361498,1.01207637,ok
state:TN,Tennessee,state,TN,,,2024,,,976.7192926,64.46189857,0.144645303,0.1948358399,0.5142014296,0.001815362505,2524.352596,1.055984277,ok
state:TX,Texas,state,TX,,,2021,,,1005.021758,86.91479485,0.09433714528,0.2403600169,0.5130786495,0.001062458474,2115.524027,0.5163967117,ok
state:TX,Texas,state,TX,,,2022,,,955.828874,84.39648781,0.09585878691,0.2255720875,0.5140003627,0.001303360149,2043.268133,0.5511772896,ok
state:TX,Texas,state,TX,,,2023,,,921.482343,68.09894068,0.08530834711,0.221275907,0.5173454514,0.001426506865,1966.876366,0.5943342998,ok
state:TX,Texas,state,TX,,,2024,,,898.5279969,66.90489683,0.07933633558,0.2173202756,0.522234075,0.001377628772,1935.315519,0.5654380581,ok
state:UT,Utah,state,UT,,,2021,,,561.9927144,176.6262817,0.03008682776,0.2163290032,0.2606053384,0.02561963775,1248.99413,-0.2782812551,ok
state:UT,Utah,state,UT,,,2022,,,524.3895894,178.6101725,0.02822313502,0.2020670465,0.2926843252,0.02568512785,1242.369559,-0.406841454,ok
state:UT,Utah,state,UT,,,2023,,,537.5893802,103.7595293,0.02445704095,0.1893509968,0.2870480302,0.02191041554,1271.762974,-0.3012462,ok
state:UT,Utah,state,UT,,,2024,,,520.8890383,108.9138754,0.02938901779,0.1947666924,0.2736488318,0.018702228,1216.636206,-0.1891012918,ok
state:VT,Vermont,state,VT,,,2021,,,323.7927397,54.65172254,0.03601108033,0.287534626,0.04722679846,0.001098297639,675.6599944,-0.7810901006,ok
state:VT,Vermont,state,VT,,,2022,,,342.4153139,47.84842814,0.05912961211,0.215704825,0.07797087835,0.002348520432,790.246696,-0.8095483332,ok
state:VT,Vermont,state,VT,,,2023,,,306.566137,32.23066966,0.03565640194,0.2128579146,0.0744908896,0.003215434084,693.7089481,-1.101269597,ok
state:VT,Vermont,state,VT,,,2024,,,329.9183886,38.79219575,0.03359580052,0.2325459318,0.1045314109,0.001544799176,703.8012657,-1.031067558,ok
state:VA,Virginia,state,VA,,,2021,,,732.7134582,72.05780185,0.05271765607,0.2189957547,0.5016398163,0.0008639032428,1668.651982,-0.304514796,ok
state:VA,Virginia,state,VA,,,2022,,,729.3385918,69.27853159,0.0552706064,0.2060897161,0.5009451796,0.0009529909856,1677.852928,-0.2728365966,ok
state:VA,Virginia,state,VA,,,2023,,,762.793674,45.92834104,0.04666710578,0.2066098011,0.5037493305,0.0008331845504,1736.697568,-0.2622938079,ok
state:VA,Virginia,state,VA,,,2024,,,716.7573887,43.26134758,0.04439717975,0.193080002,0.5101274192,0.0009917057339,1682.852329,-0.4255428725,ok
state:WA,Washington,state,WA,,,2021,,,554.6961676,86.49678759,0.0544001305,0.2375825789,0.3519213095,0.02168459227,1215.28317,-0.287242271,ok
state:WA,Washington,state,WA,,,2022,,,563.7420391,85.96020193,0.07179344528,0.221398948,0.3578116394,0.02063062236,1292.475371,-0.2350632369,ok
state:WA,Washington,state,WA,,,2023,,,564.3519583,61.84767897,0.06890828157,0.2128612026,0.3698188136,0.02044269952,1290.267187,-0.02731326717,ok
state:WA,Washington,state,WA,,,2024,,,557.7811309,64.69740746,0.06023031466,0.2135461387,0.3792516626,0.02001836136,1256.443326,-0.0640443098,ok
state:West Virginia,West Virginia,state,,,,2021,,,593.4949729,59.30782902,0.06327282294,0.3159694817,0.1707603867,0.0006532532009,1055.873808,0.3352241474,ok
state:West Virginia,West Virginia,state,,,,2022,,,565.033223,50.7848132,0.06102556858,0.3151575081,0.177852349,0.0006991051454,984.9471031,0.3238453046,ok
state:West Virginia,West Virginia,state,,,,2023,,,619.8800427,46.59594903,0.05039852851,0.2870631514,0.2006067961,0.0001213592233,1141.111004,0.302551587,ok
state:West Virginia,West Virginia,state,,,,2024,,,592.2043713,45.19051906,0.05721233841,0.2859337002,0.1959365079,0.000253968254,1086.380078,0.3187714126,ok
state:WI,Wisconsin,state,WI,,,2021,,,673.8467262,77.62397242,0.1028156997,0.4421346572,0.4742194214,0.01926382125,1110.686185,-0.1962992355,ok
state:WI,Wisconsin,state,WI,,,2022,,,643.8002176,75.76136746,0.1016675208,0.4232664485,0.4730394798,0.02205697453,1087.012788,-0.2246245852,ok
state:WI,Wisconsin,state,WI,,,2023,,,644.756289,44.36455132,0.09153291463,0.4090098473,0.4710475181,0.01738208797,1099.269199,-0.3275468957,ok
state:WI,Wisconsin,state,WI,,,2024,,,644.1301589,44.87964474,0.08052313424,0.3935292552,0.474502318,0.02092991546,1106.344232,-0.319075802,ok
state:WY,Wyoming,state,WY,,,2021,,,583.628578,90.56305521,0.02186805041,0.2453669385,0.2150828542,0.08691241123,1234.035975,-0.1193697712,ok
state:WY,Wyoming,state,WY,,,2022,,,584.582749,71.4339322,0.03563390848,0.2393098275,0.2621359223,0.1178439906,1205.334578,-0.0302699389,ok
state:WY,Wyoming,state,WY,,,2023,,,642.7719046,48.78978942,0.0268616117,0.2672560354,0.245398773,0.1153374233,1316.429089,-0.3028099866,ok
state:WY,Wyoming,state,WY,,,2024,,,606.464916,68.99637088,0.03044189853,0.2373158756,0.2373869933,0.09973753281,1342.572694,-0.1918698762,ok
