state,year,2022,2023,2024,total_pop,fem_pop,white_pop,black_pop,nat_amer_pop,asian_pop,hispanic_pop,other_race_pop,diversity_index,%_fem_age_18-29,%_fem_age_30-39,%_fem_age_40-49,fem_age_50-59,fem_age_60-69,fem_age_70-79,fem_age_80+,age_coef_variation,fem_poverty_rate,male_poverty_rate,poverty_gender_disparity_score,fem_labor_force_part,all_labor_force_part,labor_force_ratio,unemployment_rate,mhhi,%_at_least_bach_degree,%_at_least_high_school,avg_years_schooling,gun_deaths_per_100k
West Virginia,2022,1,0,0,1775156,893055,0.898021,0.033456,0.001059062,0.007399,0.019346469,0.040718112,0.19035021,0.18377386,0.14444761,0.155956514,0.162333154,0.172909303,0.122491286,0.058088274,0.474223726,0.193,0.166,1.162650602,0.4967233,0.528382981,0.940081945,0.047,54329,0.247975947,0.891371223,13.15182731,17.3
West Virginia,2023,0,1,0,1770071,887440,0.894286,0.031586,0.000851943,0.007052,0.021375979,0.044848483,0.19673681,0.180553172,0.148118724,0.155016606,0.16224215,0.167367542,0.127700487,0.059001318,0.462028921,0.184,0.148,1.243243243,0.513119695,0.543570055,0.9439808,0.045,55948,0.239893934,0.889835684,13.09505177,16.4
West Virginia,2024,0,0,1,1769979,888467,0.888603,0.031378,0.001685331,0.006835,0.023165247,0.048332777,0.20647751,0.181443569,0.152919538,0.149995135,0.156558872,0.172695107,0.129168609,0.057219169,0.442980451,0.186,0.148,1.256756757,0.511199006,0.548927348,0.931268971,0.046,60798,0.243779997,0.900702221,13.13947311,16.8
Wisconsin,2021,0,0,0,5895908,2940659,0.789759,0.060659,0.005232951,0.029491,0.074852423,0.040005543,0.36450114,0.19768524,0.162226288,0.151471658,0.169443378,0.16829429,0.10109512,0.049784026,0.492447376,0.118,0.098,1.204081633,0.615676548,0.65052984,0.946423223,0.035,67125,0.325409148,0.933255306,13.67701067,12.2
Wisconsin,2022,1,0,0,5892539,2933768,0.789818,0.058664,0.005729618,0.029231,0.075862374,0.040696209,0.3644482,0.199412075,0.160054826,0.149373263,0.162761779,0.170614225,0.105213095,0.052570737,0.499659641,0.119,0.096,1.239583333,0.61385339,0.651219593,0.942621192,0.028,70996,0.332254127,0.934817904,13.71446912,13.5
Wisconsin,2023,0,1,0,5910955,2951547,0.783902,0.057992,0.005936943,0.030068,0.080879316,0.041221427,0.37295393,0.196256417,0.162094957,0.151167306,0.157846231,0.170837935,0.1087169,0.053080254,0.488242899,0.116,0.098,1.183673469,0.620640434,0.652429316,0.951276129,0.028,74631,0.337542782,0.936611198,13.73183842,14.1
Wisconsin,2024,0,0,1,5960975,2976857,0.777547,0.05946,0.005793348,0.030773,0.083862791,0.042562836,0.38205931,0.196722148,0.16206367,0.153397285,0.149245228,0.17124671,0.113052563,0.054272395,0.480063378,0.117,0.09,1.3,0.621895192,0.653619424,0.951463755,0.031,77488,0.345559811,0.937142163,13.77785037,12.7
Wyoming,2021,0,0,0,578803,282796,0.815486,0.009834,0.016126385,0.008134,0.10554541,0.044873644,0.32140545,0.192052681,0.181848923,0.153432094,0.147462904,0.17610562,0.102339502,0.046758276,0.456893726,0.127,0.102,1.245098039,0.599732286,0.652705027,0.918841224,0.037,65204,0.292446149,0.935864099,13.62153596,25.9
Wyoming,2022,1,0,0,581381,283526,0.813958,0.006863,0.016493487,0.006153,0.108023826,0.048508637,0.32309235,0.192852187,0.176670956,0.154305555,0.152405083,0.171325738,0.108034907,0.044405575,0.411029879,0.132,0.105,1.257142857,0.610696311,0.657796056,0.928397647,0.038,70042,0.295565739,0.937283014,13.63834556,26.1
Wyoming,2023,0,1,0,584057,288322,0.812652,0.006508,0.015981317,0.007833,0.10752204,0.04950373,0.32522625,0.191625065,0.179766462,0.156596122,0.135726758,0.172867935,0.11049742,0.052920237,0.478927356,0.127,0.098,1.295918367,0.590276517,0.63538473,0.929006457,0.032,72415,0.304259223,0.939225411,13.65848217,20.6
Wyoming,2024,0,0,1,587618,286299,0.804674,0.007353,0.01441753,0.009074,0.110667134,0.053813872,0.33701213,0.192698446,0.169550496,0.163524971,0.136757818,0.162969932,0.124337462,0.050160875,0.403425276,0.109,0.094,1.159574468,0.610413474,0.649032328,0.940497796,0.034,75532,0.322833607,0.944227838,13.7473372,21.5
