weapon_name,shr_flag,bias_desc,relationship_name,location_name,offense_name,crime_against,ct_flag,hc_flag,hc_code,offense_category_name,offense_group,race_desc,sort_order,age_code,age_name,activity_type_name,reporting_type,ucr_agency_name,pub_agency_name,state_name,population,male_officer,male_civilian,female_officer,female_civilian,officer_rate,employee_rate,incident_date,incident_hour,ethnicity_name,injury_name,data_year,sex_code,age_range_low_num,age_range_high_num
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,28,28 Years Old,Responding to Disturbance Call,I,ARLINGTON COUNTY PD,Arlington County Police Department,Virginia,243149,246,31,86,71,1.4,1.8,2021-06-13 00:00:00,2,Not Hispanic or Latino,None,2021,F,28,
Personal Weapons,t,None (no bias),Relationship Unknown,Jail/Prison/Penitentiary/Corrections Facility,Simple Assault,Person,f,t,09,Assault Offenses,A    ,Asian,40,24,24 Years Old,All Other,I,VIRGINIA BEACH,Virginia Beach,Virginia,451938,608,54,126,176,1.6,2.1,2021-07-30 00:00:00,22,Not Hispanic or Latino,None,2021,F,24,
Personal Weapons,t,None (no bias),Victim was Otherwise Known,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,37,37 Years Old,Responding to Disturbance Call,I,BENTON,Benton,Arkansas,37911,64,0,7,9,1.9,2.1,2021-11-05 00:00:00,22,Not Hispanic or Latino,Minor Injury,2021,F,37,
Personal Weapons,t,None (no bias),Victim was Otherwise Known,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,37,37 Years Old,Responding to Disturbance Call,I,BENTON,Benton,Arkansas,37911,64,0,7,9,1.9,2.1,2021-11-05 00:00:00,22,Not Hispanic or Latino,Minor Injury,2021,F,37,
Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,37,37 Years Old,Responding to Disturbance Call,I,PINAL,Pinal,Arizona,246264,189,147,16,124,0.8,1.9,2021-12-12 00:00:00,0,Not Hispanic or Latino,None,2021,F,37,
Knife/Cutting Instrument,t,None (no bias),Victim Was Stranger,Residence/Home,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,49,49 Years Old,Responding to Disturbance Call,I,DENVER,Denver,Colorado,740209,1233,168,214,169,2,2.4,2021-10-01 00:00:00,19,Not Hispanic or Latino,None,2021,F,49,
Other,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,28,28 Years Old,Responding to Disturbance Call,I,MOUNT VERNON,Mount Vernon,Indiana,6391,,,,,,,2021-10-03 00:00:00,18,Not Hispanic or Latino,Minor Injury,2021,F,28,
Other,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,28,28 Years Old,Responding to Disturbance Call,I,MOUNT VERNON,Mount Vernon,Indiana,6391,,,,,,,2021-10-03 00:00:00,18,Not Hispanic or Latino,Minor Injury,2021,F,28,
Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,28,28 Years Old,Responding to Disturbance Call,I,RADCLIFF,Radcliff,Kentucky,22957,27,9,1,7,1.2,1.9,2021-04-30 00:00:00,16,Not Hispanic or Latino,None,2021,F,28,
Other,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,52,52 Years Old,Investigating Suspicious Persons or Circumstances,I,CLINTON,Clinton,Louisiana,1472,6,0,2,0,5.4,5.4,2021-10-03 00:00:00,1,Not Hispanic or Latino,None,2021,F,52,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,Black or African American,20,28,28 Years Old,Handling Persons with Mental Illness,I,BALTIMORE COUNTY POL DEP,Baltimore County Police Department,Maryland,839014,1516,73,316,142,2.2,2.4,2021-01-15 00:00:00,16,Not Specified,Minor Injury,2021,F,28,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,23,23 Years Old,Handling Persons with Mental Illness,I,BALTIMORE COUNTY POL DEP,Baltimore County Police Department,Maryland,839014,1516,73,316,142,2.2,2.4,2021-01-15 00:00:00,16,Not Specified,Minor Injury,2021,F,23,
None,f,None (no bias),Victim Was Stranger,Jail/Prison/Penitentiary/Corrections Facility,Simple Assault,Person,f,t,09,Assault Offenses,A    ,Black or African American,20,54,54 Years Old,All Other,I,WAKE,Wake,North Carolina,182101,262,260,65,243,1.8,4.6,2021-05-10 00:00:00,20,Not Hispanic or Latino,None,2021,F,54,
,,None (no bias),Victim Was Stranger,Residence/Home,Intimidation,Person,f,t,10,Assault Offenses,A    ,White,10,25,25 Years Old,Responding to Disturbance Call,I,JOHNSON,Johnson,Nebraska,5077,4,0,1,6,1,2.2,2021-10-03 00:00:00,16,Not Hispanic or Latino,None,2021,F,25,
Personal Weapons,t,None (no bias),Victim Was Stranger,Convenience Store,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,29,29 Years Old,Responding to Disturbance Call,I,LINCOLN,Lincoln,Nebraska,293808,296,47,58,89,1.2,1.7,2021-01-24 00:00:00,19,Not Hispanic or Latino,Minor Injury,2021,F,29,
Personal Weapons,t,None (no bias),Victim Was Stranger,Shopping Mall,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,28,28 Years Old,Attempting Other Arrests,I,LAS VEGAS METRO PD,Las Vegas Metropolitan Police Department,Nevada,1685021,3412,421,582,1345,2.4,3.4,2021-09-07 00:00:00,17,Not Hispanic or Latino,None,2021,F,28,
Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,24,24 Years Old,Responding to Disturbance Call,I,NORTH LAS VEGAS,North Las Vegas,Nevada,264877,,,,,,,2021-03-11 00:00:00,22,Hispanic or Latino,None,2021,F,18,30
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,31,31 Years Old,Investigating Suspicious Persons or Circumstances,I,DENISON,Denison,Texas,26119,46,4,4,13,1.9,2.6,2021-07-31 00:00:00,23,Not Hispanic or Latino,Minor Injury,2021,F,31,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,23,23 Years Old,Responding to Disturbance Call,I,AMARILLO,Amarillo,Texas,200515,304,11,41,49,1.7,2,2021-05-31 00:00:00,16,Not Hispanic or Latino,Minor Injury,2021,F,23,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,23,23 Years Old,Responding to Disturbance Call,I,AMARILLO,Amarillo,Texas,200515,304,11,41,49,1.7,2,2021-05-31 00:00:00,16,Not Hispanic or Latino,Minor Injury,2021,F,23,
Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,23,23 Years Old,Responding to Disturbance Call,I,PFLUGERVILLE,Pflugerville,Texas,68978,78,13,8,28,1.2,1.8,2021-05-02 00:00:00,13,Hispanic or Latino,Possible Internal Injury,2021,F,23,
Personal Weapons,t,None (no bias),Relationship Unknown,Parking/Drop Lot/Garage,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,39,39 Years Old,"Handling, Transporting, Custody of Prisoners",I,DALLAS,Dallas,Texas,1349185,2525,165,593,478,2.3,2.8,2021-11-22 00:00:00,15,Not Hispanic or Latino,Minor Injury,2021,F,39,
Personal Weapons,t,None (no bias),Victim was Otherwise Known,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,60,60 Years Old,Responding to Disturbance Call,I,SAN ANTONIO,San Antonio,Texas,1592693,2108,191,273,410,1.5,1.9,2021-02-26 00:00:00,1,Not Hispanic or Latino,Minor Injury,2021,F,21,99
Personal Weapons,t,None (no bias),Victim was Otherwise Known,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,59,59 Years Old,Responding to Disturbance Call,I,SAN ANTONIO,San Antonio,Texas,1592693,2108,191,273,410,1.5,1.9,2021-02-26 00:00:00,1,Hispanic or Latino,Minor Injury,2021,F,20,99
None,f,None (no bias),Relationship Unknown,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,31,31 Years Old,Responding to Disturbance Call,I,HENRY,Henry,Virginia,49884,116,1,19,14,2.7,3,2021-05-02 00:00:00,16,Not Hispanic or Latino,Minor Injury,2021,F,31,
Other,t,None (no bias),Relationship Unknown,Highway/Road/Alley/Street/Sidewalk,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,22,22 Years Old,"Handling, Transporting, Custody of Prisoners",I,COLORADO SPRINGS,Colorado Springs,Colorado,488747,638,78,128,211,1.6,2.2,2021-07-22 00:00:00,0,Not Hispanic or Latino,Minor Injury,2021,F,21,23
Personal Weapons,t,None (no bias),Victim was Otherwise Known,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,Black or African American,20,25,25 Years Old,Attempting Other Arrests,I,DEKALB COUNTY POLICE DEP,DeKalb County Police Department,Georgia,526300,551,42,143,184,1.3,1.7,2021-01-30 00:00:00,9,Not Hispanic or Latino,None,2021,F,25,0
Blunt Object,t,None (no bias),Victim was Otherwise Known,Highway/Road/Alley/Street/Sidewalk,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,31,31 Years Old,"Handling, Transporting, Custody of Prisoners",I,BELLWOOD,Bellwood,Illinois,18375,,,,,,,2021-06-14 00:00:00,20,Not Hispanic or Latino,None,2021,F,31,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,Unknown,98,30,30 Years Old,Attempting Other Arrests,I,BURTON,Burton,Michigan,28319,26,0,6,2,1.1,1.2,2021-09-06 00:00:00,16,Not Specified,None,2021,F,30,
Personal Weapons,t,None (no bias),Victim Was Stranger,Other/Unknown,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,Black or African American,20,23,23 Years Old,Attempting Other Arrests,I,ROCHESTER,Rochester,Minnesota,121225,129,25,15,42,1.2,1.7,2021-07-23 00:00:00,2,Unknown,Minor Injury,2021,F,23,
Other,t,None (no bias),Victim Was Stranger,Residence/Home,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,27,27 Years Old,All Other,I,ALBUQUERQUE,Albuquerque,New Mexico,564147,808,184,132,350,1.7,2.6,2021-06-09 00:00:00,21,Hispanic or Latino,None,2021,F,27,
Personal Weapons,t,None (no bias),Relationship Unknown,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,89,89 Years Old,Attempting Other Arrests,I,IRONDEQUOIT TOWN,Irondequoit Town,New York,49569,45,1,7,7,1,1.2,2021-09-07 00:00:00,6,Not Hispanic or Latino,None,2021,F,89,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,51,51 Years Old,Attempting Other Arrests,I,HILLSBORO,Hillsboro,Oregon,113053,112,15,22,33,1.2,1.6,2021-04-02 00:00:00,19,Not Specified,None,2021,F,51,
Other,t,None (no bias),Victim Was Stranger,Government/Public Building,Simple Assault,Person,f,t,09,Assault Offenses,A    ,Black or African American,20,39,39 Years Old,All Other,I,MULTNOMAH,Multnomah,Oregon,41795,108,433,13,186,2.9,17.7,2021-01-15 00:00:00,10,Unknown,Minor Injury,2021,F,39,
Personal Weapons,t,None (no bias),Victim Was Stranger,Department/Discount Store,Simple Assault,Person,f,t,09,Assault Offenses,A    ,Black or African American,20,32,32 Years Old,"Handling, Transporting, Custody of Prisoners",I,MEMPHIS,Memphis,Tennessee,649444,1668,126,359,293,3.1,3.8,2021-05-07 00:00:00,20,Not Hispanic or Latino,None,2021,F,32,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,29,29 Years Old,Attempting Other Arrests,I,HARRIS,Harris,Texas,1963419,1924,1198,403,1484,1.2,2.6,2021-12-03 00:00:00,2,Not Hispanic or Latino,None,2021,F,29,
Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,43,43 Years Old,Responding to Disturbance Call,I,ODESSA,Odessa,Texas,128328,126,7,21,38,1.1,1.5,2021-11-06 00:00:00,22,Hispanic or Latino,Minor Injury,2021,F,43,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,24,24 Years Old,Responding to Disturbance Call,I,CORPUS CHRISTI,Corpus Christi,Texas,329538,351,81,74,88,1.3,1.8,2021-10-29 00:00:00,23,Not Hispanic or Latino,Minor Injury,2021,F,24,
Other,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,30,30 Years Old,"Handling, Transporting, Custody of Prisoners",I,AUSTIN,Austin,Texas,1016721,1436,136,177,338,1.6,2.1,2021-03-14 00:00:00,17,Not Hispanic or Latino,Minor Injury,2021,F,30,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,30,30 Years Old,"Handling, Transporting, Custody of Prisoners",I,AUSTIN,Austin,Texas,1016721,1436,136,177,338,1.6,2.1,2021-03-14 00:00:00,17,Not Hispanic or Latino,Minor Injury,2021,F,30,
Blunt Object,t,None (no bias),Victim Was Stranger,Residence/Home,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,29,29 Years Old,Responding to Disturbance Call,I,STAFFORD,Stafford,Virginia,159532,180,11,27,62,1.3,1.8,2021-02-07 00:00:00,4,Unknown,None,2021,F,25,34
Other,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,27,27 Years Old,Attempting Other Arrests,I,PEORIA,Peoria,Arizona,194566,166,30,23,67,1,1.5,2021-06-11 00:00:00,5,Not Hispanic or Latino,Minor Injury,2021,F,27,
Personal Weapons,t,None (no bias),Victim was Otherwise Known,Convenience Store,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,45,45 Years Old,Responding to Disturbance Call,I,YAVAPAI,Yavapai,Arizona,90878,112,18,5,42,1.3,1.9,2021-06-01 00:00:00,0,Not Specified,Minor Injury,2021,F,45,
Personal Weapons,t,None (no bias),Victim was Otherwise Known,Convenience Store,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,55,55 Years Old,Responding to Disturbance Call,I,YAVAPAI,Yavapai,Arizona,90878,112,18,5,42,1.3,1.9,2021-06-01 00:00:00,0,Not Specified,None,2021,F,55,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,21,21 Years Old,Responding to Disturbance Call,I,INDIANAPOLIS,Indianapolis,Indiana,895826,,,,,,,2021-10-18 00:00:00,16,Not Hispanic or Latino,Minor Injury,2021,F,21,
Personal Weapons,t,None (no bias),Victim Was Sibling,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,22,22 Years Old,All Other,I,LANCASTER,Lancaster,Kentucky,3845,11,0,1,0,3.1,3.1,2021-05-10 00:00:00,15,Not Hispanic or Latino,Minor Injury,2021,F,22,
Personal Weapons,t,None (no bias),Victim Was Boyfriend/Girlfriend,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,47,47 Years Old,Responding to Disturbance Call,I,PIKEVILLE,Pikeville,Kentucky,6378,24,0,1,1,3.9,4.1,2021-06-15 00:00:00,22,Not Hispanic or Latino,None,2021,F,47,
,,None (no bias),Victim was Otherwise Known,Highway/Road/Alley/Street/Sidewalk,Intimidation,Person,f,t,10,Assault Offenses,A    ,White,10,28,28 Years Old,Responding to Disturbance Call,I,AMHERST,Amherst,Massachusetts,40843,37,0,6,3,1.1,1.1,2021-07-17 00:00:00,12,Not Hispanic or Latino,Minor Injury,2021,F,28,
Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,34,34 Years Old,Responding to Disturbance Call,I,LOWELL,Lowell,Massachusetts,112230,214,29,22,41,2.1,2.7,2021-04-03 00:00:00,18,Hispanic or Latino,Minor Injury,2021,F,34,
Personal Weapons,t,None (no bias),Victim Was Stranger,Lake/Waterway/Beach,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,37,37 Years Old,Responding to Disturbance Call,I,BALTIMORE COUNTY POL DEP,Baltimore County Police Department,Maryland,839014,1516,73,316,142,2.2,2.4,2021-08-14 00:00:00,8,Not Specified,None,2021,F,37,
Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,26,26 Years Old,Responding to Disturbance Call,I,JACKSON,Jackson,Michigan,32271,36,2,7,8,1.3,1.6,2021-07-20 00:00:00,13,Not Specified,Minor Injury,2021,F,26,
Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,26,26 Years Old,Responding to Disturbance Call,I,JACKSON,Jackson,Michigan,32271,36,2,7,8,1.3,1.6,2021-07-20 00:00:00,13,Not Specified,Minor Injury,2021,F,26,
Personal Weapons,t,None (no bias),Relationship Unknown,Grocery/Supermarket,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,24,24 Years Old,All Other,I,ROCHESTER,Rochester,Minnesota,121225,129,25,15,42,1.2,1.7,2021-09-15 00:00:00,19,Unknown,None,2021,F,24,
Personal Weapons,t,None (no bias),Relationship Unknown,Grocery/Supermarket,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,24,24 Years Old,All Other,I,ROCHESTER,Rochester,Minnesota,121225,129,25,15,42,1.2,1.7,2021-09-15 00:00:00,19,Unknown,None,2021,F,24,
Personal Weapons,t,None (no bias),Victim Was Stranger,Jail/Prison/Penitentiary/Corrections Facility,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,29,29 Years Old,Responding to Disturbance Call,I,WINSTED,Winsted,Minnesota,2220,3,0,1,0,1.8,1.8,2021-03-27 00:00:00,1,Unknown,None,2021,F,29,
Personal Weapons,t,None (no bias),Victim Was Stranger,Restaurant,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,28,28 Years Old,Investigating Suspicious Persons or Circumstances,I,KANSAS CITY,Kansas City,Missouri,500965,1101,189,185,364,2.6,3.7,2021-02-10 00:00:00,23,Not Hispanic or Latino,None,2021,F,28,
None,f,None (no bias),Victim Was Stranger,Hotel/Motel/Etc.,Kidnapping/Abduction,Person,f,t,  ,Kidnapping/Abduction,A    ,White,10,28,28 Years Old,Responding to Disturbance Call,I,BURT,Burt,Nebraska,2818,4,0,1,5,1.8,3.5,2021-01-24 00:00:00,3,Not Hispanic or Latino,Minor Injury,2021,F,28,
Personal Weapons,t,None (no bias),Victim Was Stranger,Field/Woods,Simple Assault,Person,f,t,09,Assault Offenses,A    ,Asian,40,22,22 Years Old,Investigating Suspicious Persons or Circumstances,I,NORTH LAS VEGAS,North Las Vegas,Nevada,264877,,,,,,,2021-04-11 00:00:00,9,Not Hispanic or Latino,None,2021,F,22,
None,f,None (no bias),Victim was Employee,Jail/Prison/Penitentiary/Corrections Facility,Simple Assault,Person,f,t,09,Assault Offenses,A    ,Black or African American,20,36,36 Years Old,"Handling, Transporting, Custody of Prisoners",I,MONTGOMERY,Montgomery,Ohio,64743,,,,,,,2021-12-16 00:00:00,10,Not Specified,Minor Injury,2021,F,36,
None,f,None (no bias),Relationship Unknown,Grocery/Supermarket,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,29,29 Years Old,Responding to Disturbance Call,I,MEDFORD,Medford,Oregon,84297,91,5,17,30,1.3,1.7,2021-07-20 00:00:00,13,Not Hispanic or Latino,None,2021,F,29,
Personal Weapons,t,None (no bias),Victim Was Stranger,Convenience Store,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,50,50 Years Old,Attempting Other Arrests,I,GREENVILLE,Greenville,South Carolina,73653,175,8,30,34,2.8,3.4,2021-01-04 00:00:00,21,Unknown,Minor Injury,2021,F,50,0
Personal Weapons,t,None (no bias),Relationship Unknown,Convenience Store,Simple Assault,Person,f,t,09,Assault Offenses,A    ,Unknown,98,26,26 Years Old,Attempting Other Arrests,I,GREENVILLE,Greenville,South Carolina,73653,175,8,30,34,2.8,3.4,2021-01-04 00:00:00,21,Unknown,None,2021,F,21,31
Handgun,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,30,30 Years Old,All Other,I,MEMPHIS,Memphis,Tennessee,649444,1668,126,359,293,3.1,3.8,2021-07-28 00:00:00,21,Not Hispanic or Latino,None,2021,F,25,35
Handgun,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,30,30 Years Old,All Other,I,MEMPHIS,Memphis,Tennessee,649444,1668,126,359,293,3.1,3.8,2021-07-28 00:00:00,21,Not Hispanic or Latino,None,2021,F,25,35
Personal Weapons,t,None (no bias),Victim was Otherwise Known,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,39,39 Years Old,Responding to Disturbance Call,I,CHEROKEE,Cherokee,Texas,31742,30,14,4,20,1.1,2.1,2021-06-28 00:00:00,3,Not Hispanic or Latino,None,2021,F,39,
Rifle,t,None (no bias),Victim Was Stranger,Residence/Home,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,39,39 Years Old,Responding to Disturbance Call,I,SUGAR LAND,Sugar Land,Texas,118888,138,10,17,21,1.3,1.6,2021-10-26 00:00:00,1,Not Hispanic or Latino,None,2021,F,39,
Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,27,27 Years Old,Responding to Disturbance Call,I,WENATCHEE,Wenatchee,Washington,34349,40,3,3,8,1.3,1.6,2021-04-23 00:00:00,16,Not Hispanic or Latino,None,2021,F,27,
Personal Weapons,t,None (no bias),Relationship Unknown,Parking/Drop Lot/Garage,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,47,47 Years Old,"Handling, Transporting, Custody of Prisoners",I,OLYMPIA,Olympia,Washington,54322,59,18,11,23,1.3,2,2021-09-29 00:00:00,12,Not Hispanic or Latino,None,2021,F,40,55
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,26,26 Years Old,Attempting Other Arrests,I,SULPHUR,Sulphur,Louisiana,20097,,,,,,,2021-09-27 00:00:00,12,Not Hispanic or Latino,Minor Injury,2021,F,26,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,26,26 Years Old,Attempting Other Arrests,I,SULPHUR,Sulphur,Louisiana,20097,,,,,,,2021-09-27 00:00:00,12,Not Hispanic or Latino,Minor Injury,2021,F,26,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,26,26 Years Old,Attempting Other Arrests,I,SULPHUR,Sulphur,Louisiana,20097,,,,,,,2021-09-27 00:00:00,12,Not Hispanic or Latino,Minor Injury,2021,F,26,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,26,26 Years Old,Attempting Other Arrests,I,SULPHUR,Sulphur,Louisiana,20097,,,,,,,2021-09-27 00:00:00,12,Not Hispanic or Latino,Minor Injury,2021,F,26,
Personal Weapons,t,None (no bias),Victim was Otherwise Known,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,30,30 Years Old,Responding to Disturbance Call,I,BLACK MOUNTAIN,Black Mountain,North Carolina,8297,21,0,1,1,2.7,2.8,2021-11-25 00:00:00,23,Not Hispanic or Latino,Minor Injury,2021,F,30,
Personal Weapons,t,None (no bias),Victim was Otherwise Known,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,30,30 Years Old,Responding to Disturbance Call,I,BLACK MOUNTAIN,Black Mountain,North Carolina,8297,21,0,1,1,2.7,2.8,2021-11-25 00:00:00,23,Not Hispanic or Latino,Minor Injury,2021,F,30,
Personal Weapons,t,None (no bias),Victim was Otherwise Known,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,24,24 Years Old,Responding to Disturbance Call,I,BLACK MOUNTAIN,Black Mountain,North Carolina,8297,21,0,1,1,2.7,2.8,2021-11-25 00:00:00,23,Not Hispanic or Latino,None,2021,F,24,
Personal Weapons,t,None (no bias),Victim was Otherwise Known,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,24,24 Years Old,Responding to Disturbance Call,I,BLACK MOUNTAIN,Black Mountain,North Carolina,8297,21,0,1,1,2.7,2.8,2021-11-25 00:00:00,23,Not Hispanic or Latino,None,2021,F,24,
Personal Weapons,t,None (no bias),Relationship Unknown,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,22,22 Years Old,Responding to Disturbance Call,I,NORTH LITTLE ROCK,North Little Rock,Arkansas,66677,152,7,18,23,2.5,3,2021-01-11 00:00:00,20,Not Hispanic or Latino,Minor Injury,2021,F,22,
Personal Weapons,t,None (no bias),Victim Was Stranger,Service/Gas Station,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,26,26 Years Old,Attempting Other Arrests,I,PEORIA,Peoria,Arizona,194566,166,30,23,67,1,1.5,2021-01-28 00:00:00,22,Not Hispanic or Latino,None,2021,F,26,0
Knife/Cutting Instrument,t,None (no bias),Victim Was Stranger,Residence/Home,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,Black or African American,20,25,25 Years Old,Responding to Disturbance Call,I,ATLANTA,Atlanta,Georgia,521274,1345,113,296,341,3.1,4,2021-04-12 00:00:00,0,Not Hispanic or Latino,None,2021,F,25,
Personal Weapons,t,None (no bias),Victim Was Stranger,Other/Unknown,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,41,41 Years Old,Responding to Disturbance Call,I,LOUISVILLE METRO,Louisville Metro,Kentucky,678236,893,74,145,208,1.5,1.9,2021-01-29 00:00:00,13,Not Hispanic or Latino,Minor Injury,2021,F,41,
