state,variable,pre_2022,post_2022_avg,absolute_change,percent_change,percent_change_reliable,direction
California,male_poverty_rate,0.113,0.109,-0.0040000000000000036,-0.0353982300884956,False,decrease
California,poverty_gender_disparity_score,1.17699115,1.1835016834999998,0.006510533499999749,0.0055315059080943375,False,increase
California,fem_labor_force_part,0.577879806,0.589933885,0.012054078999999995,0.02085914557810313,False,increase
California,all_labor_force_part,0.633556348,0.6423658919999999,0.008809543999999891,0.013904910001785493,False,increase
California,labor_force_ratio,0.912120615,0.9183772035,0.006256588499999993,0.006859387231369607,False,increase
California,unemployment_rate,0.083,0.056999999999999995,-0.02600000000000001,-0.3132530120481929,False,decrease
California,mhhi,84907.0,97835.0,12928.0,0.15226070877548376,True,increase
California,%_at_least_bach_degree,0.361867871,0.378057188,0.01618931699999998,0.04473819948497163,False,increase
California,%_at_least_high_school,0.844485345,0.84833601,0.0038506649999999754,0.0045597771741083025,False,increase
California,avg_years_schooling,13.22193646,13.30848628,0.08654982000000011,0.006545926178199174,True,increase
California,gun_deaths_per_100k,8.5,8.35,-0.15000000000000036,-0.017647058823529453,False,decrease
California,white_adj_rate,233.4884149,2284.0764945,2050.5880796,8.782397535561838,True,increase
California,black_adj_rate,269.9817681,2908.788839,2638.8070709,9.774019517949812,True,increase
California,nat_amer_adj_rate,266.2523261,2252.868435,1986.6161088999997,7.461403766868348,True,increase
California,asian_adj_rate,30.40210125,322.3850394,291.98293815,9.604038081084937,True,increase
California,hispanic_adj_rate,100.5310214,881.0999139,780.5688925000001,7.764457991471278,True,increase
Colorado,total_incidents,35158.0,35102.0,-56.0,-0.00159280960236646,True,decrease
Colorado,white_victims,28521.0,28487.0,-34.0,-0.0011921040636723819,True,decrease
Colorado,black_victims,4688.0,4501.5,-186.5,-0.03978242320819113,True,decrease
Colorado,nat_amer_victims,477.0,320.5,-156.5,-0.3280922431865828,True,decrease
Colorado,asian_victims,441.0,465.5,24.5,0.05555555555555555,True,increase
Colorado,hispanic_victims,8759.0,10815.5,2056.5,0.23478707615024547,True,increase
Colorado,other_race_victims,1031.0,1327.5,296.5,0.28758486905916586,True,increase
Colorado,victims_age_18_29,14099.0,13617.0,-482.0,-0.03418682176040854,True,decrease
Colorado,victims_age_30_39,10127.0,10207.5,80.5,0.00794904710180705,True,increase
Colorado,victims_age_40_49,5660.0,5935.5,275.5,0.048674911660777385,True,increase
Colorado,victims_age_50_59,2997.0,2846.5,-150.5,-0.05021688355021688,True,decrease
Colorado,victims_age_60_69,1357.0,1470.0,113.0,0.08327192336035372,True,increase
Colorado,victims_age_70_79,536.0,644.0,108.0,0.20149253731343283,True,increase
Colorado,victims_age_80_plus,382.0,381.5,-0.5,-0.0013089005235602095,True,decrease
Colorado,involving_firearm,3268.0,3581.0,313.0,0.09577723378212974,True,increase
Colorado,sex_assaults,3012.0,2079.0,-933.0,-0.3097609561752988,True,decrease
Colorado,victim_offender_nonmarried_partner,8930.0,8113.0,-817.0,-0.09148936170212765,True,decrease
Colorado,victim_offender_rel_spouse,3892.0,3993.0,101.0,0.025950668036998973,True,increase
Colorado,dv_total,15709.0,15145.5,-563.5,-0.03587115666178624,True,decrease
Colorado,firearm_nonmarried,261.0,237.5,-23.5,-0.09003831417624521,True,decrease
Colorado,near_school,226.0,317.5,91.5,0.40486725663716816,True,increase
Colorado,on_tribal_lands,4.0,3.5,-0.5,-0.125,False,decrease
Colorado,fem_pop,2264411.2,2332435.5,68024.29999999981,0.030040612765031283,True,increase
Colorado,white_pop,0.651793019,0.6404028085,-0.011390210499999998,-0.017475195603468097,False,decrease
Colorado,black_pop,0.037407677,0.038205584,0.0007979070000000005,0.021330033404640455,False,increase
Colorado,nat_amer_pop,0.003284717,0.003538702,0.000253985,0.07732325189658652,False,increase
Colorado,asian_pop,0.031140374,0.0334415405,0.0023011665,0.07389655949539978,False,increase
